Time,RSL
614.60,29.051
614.70,29.195
614.80,29.372
614.90,29.528
615.00,29.687
615.10,29.904
615.20,30.122
615.30,30.355
615.40,30.624
615.50,30.862
615.60,31.140
615.70,31.377
615.80,31.641
615.90,31.919
616.00,32.216
616.10,32.556
616.20,32.898
616.30,33.295
616.40,33.687
616.50,34.126
616.60,34.530
616.70,34.960
616.80,35.401
616.90,35.896
617.00,36.323
617.10,36.855
617.20,37.417
617.30,38.026
617.40,38.618
617.50,39.247
617.60,39.901
617.70,40.590
617.80,41.300
617.90,42.034
618.00,42.762
618.10,43.647
618.20,44.546
618.30,45.371
618.40,46.254
618.50,47.143
618.60,48.008
618.70,48.863
618.80,49.706
618.90,50.593
619.00,51.459
619.10,52.415
619.20,53.424
619.30,54.454
619.40,55.469
619.50,56.453
619.60,57.435
619.70,58.407
619.80,59.419
619.90,60.451
620.00,61.448
620.10,62.482
620.20,63.521
620.30,64.561
620.40,65.598
620.50,66.630
620.60,67.631
620.70,68.691
620.80,69.734
620.90,70.690
621.00,71.687
621.10,72.658
621.20,73.613
621.30,74.557
621.40,75.512
621.50,76.430
621.60,77.359
621.70,78.263
621.80,79.210
621.90,80.177
622.00,81.105
622.10,82.012
622.20,82.884
622.30,83.775
622.40,84.637
622.50,85.475
622.60,86.328
622.70,87.210
622.80,88.111
622.90,89.046
623.00,89.968
623.10,90.867
623.20,91.779
623.30,92.693
623.40,93.610
623.50,94.589
623.60,95.570
623.70,96.571
623.80,97.507
623.90,98.476
624.00,99.387
624.10,100.190
624.20,100.950
624.30,101.750
624.40,102.570
624.50,103.420
624.60,104.220
624.70,105.040
624.80,105.900
624.90,106.760
625.00,107.640
625.10,108.360
625.20,109.060
625.30,109.750
625.40,110.420
625.50,111.100
625.60,111.760
625.70,112.390
625.80,113.030
625.90,113.670
626.00,114.300
626.10,114.790
626.20,115.240
626.30,115.740
626.40,116.240
626.50,116.770
626.60,117.280
626.70,117.810
626.80,118.410
626.90,119.020
627.00,119.630
627.10,120.080
627.20,120.510
627.30,120.920
627.40,121.290
627.50,121.700
627.60,122.070
627.70,122.460
627.80,122.860
627.90,123.290
628.00,123.740
628.10,124.060
628.20,124.340
628.30,124.610
628.40,124.890
628.50,125.170
628.60,125.420
628.70,125.630
628.80,125.830
628.90,126.060
629.00,126.250
629.10,126.370
629.20,126.490
629.30,126.610
629.40,126.740
629.50,126.910
629.60,127.070
629.70,127.170
629.80,127.280
629.90,127.410
630.00,127.530
630.10,127.570
630.20,127.580
630.30,127.570
630.40,127.560
630.50,127.550
630.60,127.530
630.70,127.530
630.80,127.440
630.90,127.370
631.00,127.320
631.10,127.170
631.20,127.030
631.30,126.920
631.40,126.760
631.50,126.620
631.60,126.480
631.70,126.310
631.80,126.160
631.90,125.980
632.00,125.800
632.10,125.610
632.20,125.440
632.30,125.250
632.40,125.050
632.50,124.840
632.60,124.640
632.70,124.440
632.80,124.260
632.90,124.110
633.00,123.960
633.10,123.820
633.20,123.680
633.30,123.580
633.40,123.460
633.50,123.320
633.60,123.170
633.70,123.020
633.80,122.890
633.90,122.770
634.00,122.620
634.10,122.500
634.20,122.380
634.30,122.220
634.40,122.040
634.50,121.860
634.60,121.640
634.70,121.460
634.80,121.260
634.90,121.070
635.00,120.900
635.10,120.700
635.20,120.490
635.30,120.290
635.40,120.090
635.50,119.890
635.60,119.710
635.70,119.600
635.80,119.460
635.90,119.310
636.00,119.140
636.10,119.010
636.20,118.810
636.30,118.630
636.40,118.480
636.50,118.360
636.60,118.230
636.70,118.040
636.80,117.860
636.90,117.690
637.00,117.480
637.10,117.270
637.20,117.100
637.30,116.950
637.40,116.810
637.50,116.680
637.60,116.500
637.70,116.320
637.80,116.120
637.90,115.940
638.00,115.790
638.10,115.660
638.20,115.510
638.30,115.370
638.40,115.210
638.50,115.040
638.60,114.860
638.70,114.690
638.80,114.470
638.90,114.260
639.00,114.050
639.10,113.910
639.20,113.780
639.30,113.650
639.40,113.470
639.50,113.340
639.60,113.200
639.70,113.020
639.80,112.860
639.90,112.690
640.00,112.470
640.10,112.270
640.20,112.050
640.30,111.810
640.40,111.590
640.50,111.390
640.60,111.190
640.70,110.940
640.80,110.680
640.90,110.410
641.00,110.140
641.10,109.860
641.20,109.590
641.30,109.280
641.40,108.960
641.50,108.600
641.60,108.270
641.70,107.940
641.80,107.600
641.90,107.260
642.00,106.910
642.10,106.650
642.20,106.360
642.30,106.080
642.40,105.820
642.50,105.590
642.60,105.380
642.70,105.130
642.80,104.930
642.90,104.740
643.00,104.570
643.10,104.410
643.20,104.310
643.30,104.170
643.40,104.020
643.50,103.920
643.60,103.820
643.70,103.750
643.80,103.660
643.90,103.580
644.00,103.480
644.10,103.430
644.20,103.390
644.30,103.320
644.40,103.260
644.50,103.230
644.60,103.220
644.70,103.210
644.80,103.190
644.90,103.150
645.00,103.120
645.10,103.140
645.20,103.150
645.30,103.180
645.40,103.190
645.50,103.180
645.60,103.160
645.70,103.140
645.80,103.120
645.90,103.130
646.00,103.120
646.10,103.150
646.20,103.180
646.30,103.210
646.40,103.190
646.50,103.220
646.60,103.210
646.70,103.200
646.80,103.170
646.90,103.130
647.00,103.050
647.10,103.020
647.20,103.020
647.30,103.010
647.40,103.000
647.50,102.960
647.60,102.940
647.70,102.910
647.80,102.860
647.90,102.870
648.00,102.830
648.10,102.810
648.20,102.780
648.30,102.760
648.40,102.740
648.50,102.710
648.60,102.660
648.70,102.610
648.80,102.580
648.90,102.550
649.00,102.510
649.10,102.460
649.20,102.450
649.30,102.420
649.40,102.390
649.50,102.350
649.60,102.310
649.70,102.250
649.80,102.190
649.90,102.160
650.00,102.100
650.10,102.090
650.20,102.080
650.30,102.040
650.40,102.020
650.50,102.040
650.60,102.030
650.70,101.990
650.80,101.970
650.90,101.940
651.00,101.910
651.10,101.860
651.20,101.790
651.30,101.740
651.40,101.680
651.50,101.630
651.60,101.560
651.70,101.550
651.80,101.500
651.90,101.480
652.00,101.450
652.10,101.420
652.20,101.350
652.30,101.280
652.40,101.200
652.50,101.090
652.60,101.000
652.70,100.880
652.80,100.760
652.90,100.650
653.00,100.490
653.10,100.360
653.20,100.250
653.30,100.080
653.40,99.890
653.50,99.718
653.60,99.554
653.70,99.374
653.80,99.212
653.90,99.040
654.00,98.853
654.10,98.731
654.20,98.580
654.30,98.446
654.40,98.332
654.50,98.198
654.60,98.061
654.70,97.945
654.80,97.844
654.90,97.735
655.00,97.680
655.10,97.599
655.20,97.540
655.30,97.461
655.40,97.389
655.50,97.349
655.60,97.335
655.70,97.393
655.80,97.461
655.90,97.518
656.00,97.628
656.10,97.664
656.20,97.714
656.30,97.824
656.40,97.951
656.50,98.123
656.60,98.266
656.70,98.458
656.80,98.667
656.90,98.886
657.00,99.122
657.10,99.311
657.20,99.497
657.30,99.713
657.40,99.899
657.50,100.140
657.60,100.360
657.70,100.580
657.80,100.780
657.90,100.950
658.00,101.130
658.10,101.260
658.20,101.360
658.30,101.450
658.40,101.580
658.50,101.650
658.60,101.750
658.70,101.860
658.80,101.980
658.90,102.100
659.00,102.260
659.10,102.410
659.20,102.540
659.30,102.690
659.40,102.820
659.50,103.000
659.60,103.190
659.70,103.300
659.80,103.310
659.90,103.230
660.00,103.160
660.10,103.050
660.20,102.920
660.30,102.780
660.40,102.610
660.50,102.420
660.60,102.200
660.70,102.050
660.80,101.860
660.90,101.710
661.00,101.540
661.10,101.350
661.20,101.120
661.30,100.890
661.40,100.610
661.50,100.360
661.60,100.130
661.70,99.852
661.80,99.627
661.90,99.347
662.00,99.089
662.10,98.829
662.20,98.547
662.30,98.256
662.40,97.919
662.50,97.569
662.60,97.206
662.70,96.788
662.80,96.365
662.90,95.914
663.00,95.484
663.10,95.079
663.20,94.666
663.30,94.232
663.40,93.759
663.50,93.332
663.60,92.849
663.70,92.376
663.80,91.896
663.90,91.451
664.00,90.993
664.10,90.573
664.20,90.206
664.30,89.841
664.40,89.481
664.50,89.160
664.60,88.845
664.70,88.555
664.80,88.295
664.90,88.034
665.00,87.771
665.10,87.583
665.20,87.408
665.30,87.224
665.40,87.061
665.50,86.898
665.60,86.712
665.70,86.543
665.80,86.366
665.90,86.194
666.00,86.006
666.10,85.915
666.20,85.798
666.30,85.689
666.40,85.543
666.50,85.369
666.60,85.233
666.70,85.095
666.80,84.961
666.90,84.820
667.00,84.637
667.10,84.534
667.20,84.436
667.30,84.287
667.40,84.143
667.50,83.968
667.60,83.839
667.70,83.717
667.80,83.600
667.90,83.467
668.00,83.324
668.10,83.240
668.20,83.165
668.30,83.082
668.40,82.982
668.50,82.866
668.60,82.742
668.70,82.638
668.80,82.498
668.90,82.368
669.00,82.200
669.10,82.064
669.20,81.932
669.30,81.833
669.40,81.706
669.50,81.614
669.60,81.511
669.70,81.376
669.80,81.218
669.90,81.099
670.00,80.940
670.10,80.824
670.20,80.698
670.30,80.596
670.40,80.512
670.50,80.458
670.60,80.455
670.70,80.435
670.80,80.427
670.90,80.429
671.00,80.482
671.10,80.534
671.20,80.628
671.30,80.709
671.40,80.794
671.50,80.880
671.60,80.971
671.70,81.080
671.80,81.195
671.90,81.397
672.00,81.566
672.10,81.738
672.20,81.855
672.30,81.951
672.40,82.109
672.50,82.245
672.60,82.362
672.70,82.482
672.80,82.580
672.90,82.651
673.00,82.737
673.10,82.751
673.20,82.778
673.30,82.816
673.40,82.879
673.50,82.963
673.60,83.032
673.70,83.087
673.80,83.144
673.90,83.182
674.00,83.199
674.10,83.160
674.20,83.085
674.30,83.020
674.40,82.968
674.50,82.905
674.60,82.827
674.70,82.747
674.80,82.689
674.90,82.641
675.00,82.619
675.10,82.501
675.20,82.395
675.30,82.266
675.40,82.146
675.50,82.021
675.60,81.891
675.70,81.765
675.80,81.685
675.90,81.628
676.00,81.611
676.10,81.480
676.20,81.339
676.30,81.164
676.40,80.960
676.50,80.740
676.60,80.535
676.70,80.296
676.80,80.081
676.90,79.889
677.00,79.735
677.10,79.391
677.20,79.012
677.30,78.614
677.40,78.227
677.50,77.837
677.60,77.480
677.70,77.118
677.80,76.842
677.90,76.553
678.00,76.299
678.10,75.890
678.20,75.487
678.30,75.041
678.40,74.634
678.50,74.227
678.60,73.878
678.70,73.542
678.80,73.221
678.90,72.917
679.00,72.589
679.10,72.137
679.20,71.691
679.30,71.284
679.40,70.884
679.50,70.470
679.60,70.069
679.70,69.685
679.80,69.326
679.90,68.984
680.00,68.669
680.10,68.259
680.20,67.833
680.30,67.427
680.40,67.035
680.50,66.622
680.60,66.177
680.70,65.759
680.80,65.347
680.90,64.947
681.00,64.564
681.10,64.182
681.20,63.786
681.30,63.373
681.40,62.959
681.50,62.525
681.60,62.127
681.70,61.762
681.80,61.391
681.90,61.008
682.00,60.660
682.10,60.274
682.20,59.879
682.30,59.486
682.40,59.077
682.50,58.649
682.60,58.232
682.70,57.813
682.80,57.368
682.90,56.893
683.00,56.421
683.10,55.959
683.20,55.500
683.30,55.014
683.40,54.530
683.50,54.033
683.60,53.508
683.70,53.009
683.80,52.482
683.90,51.941
684.00,51.370
684.10,50.865
684.20,50.361
684.30,49.855
684.40,49.332
684.50,48.813
684.60,48.283
684.70,47.739
684.80,47.208
684.90,46.651
685.00,46.097
685.10,45.619
685.20,45.144
685.30,44.681
685.40,44.206
685.50,43.732
685.60,43.239
685.70,42.746
685.80,42.229
685.90,41.698
686.00,41.128
686.10,40.646
686.20,40.159
686.30,39.659
686.40,39.153
686.50,38.625
686.60,38.063
686.70,37.455
686.80,36.822
686.90,36.188
687.00,35.524
687.10,34.964
687.20,34.389
687.30,33.817
687.40,33.228
687.50,32.598
687.60,31.958
687.70,31.313
687.80,30.677
687.90,30.039
688.00,29.376
688.10,28.955
688.20,28.545
688.30,28.137
688.40,27.747
688.50,27.362
688.60,27.009
688.70,26.656
688.80,26.303
688.90,25.972
689.00,25.644
689.10,25.414
689.20,25.185
689.30,24.955
689.40,24.722
689.50,24.497
689.60,24.278
689.70,24.080
689.80,23.894
689.90,23.696
690.00,23.495
690.10,23.390
690.20,23.282
690.30,23.175
690.40,23.069
690.50,22.987
690.60,22.914
690.70,22.842
690.80,22.763
690.90,22.701
691.00,22.648
691.10,22.614
691.20,22.592
691.30,22.594
691.40,22.584
691.50,22.566
691.60,22.564
691.70,22.566
691.80,22.551
691.90,22.549
692.00,22.555
692.10,22.560
692.20,22.581
692.30,22.570
692.40,22.575
692.50,22.595
692.60,22.604
692.70,22.568
692.80,22.577
692.90,22.551
693.00,22.523
693.10,22.505
693.20,22.483
693.30,22.489
693.40,22.486
693.50,22.480
693.60,22.471
693.70,22.487
693.80,22.516
693.90,22.528
694.00,22.570
694.10,22.599
694.20,22.653
694.30,22.693
694.40,22.717
694.50,22.758
694.60,22.806
694.70,22.856
694.80,22.918
694.90,22.978
695.00,23.056
695.10,23.104
695.20,23.174
695.30,23.243
695.40,23.320
695.50,23.381
695.60,23.484
695.70,23.587
695.80,23.700
695.90,23.833
696.00,23.984
696.10,24.087
696.20,24.233
696.30,24.383
696.40,24.535
696.50,24.695
696.60,24.890
696.70,25.092
696.80,25.296
696.90,25.525
697.00,25.793
697.10,26.033
697.20,26.258
697.30,26.502
697.40,26.733
697.50,26.984
697.60,27.247
697.70,27.531
697.80,27.826
697.90,28.122
698.00,28.468
698.10,28.742
698.20,29.031
698.30,29.330
698.40,29.631
698.50,29.973
698.60,30.313
698.70,30.640
698.80,30.996
698.90,31.334
699.00,31.741
699.10,32.031
699.20,32.311
699.30,32.625
699.40,32.972
699.50,33.338
699.60,33.667
699.70,34.003
699.80,34.306
699.90,34.710
700.00,35.045
700.10,35.337
700.20,35.605
700.30,35.870
700.40,36.157
700.50,36.488
700.60,36.853
700.70,37.193
700.80,37.506
700.90,37.888
701.00,38.255
701.10,38.540
701.20,38.872
701.30,39.182
701.40,39.449
701.50,39.737
701.60,40.032
701.70,40.315
701.80,40.602
701.90,40.879
702.00,41.171
702.10,41.429
702.20,41.647
702.30,41.929
702.40,42.174
702.50,42.404
702.60,42.669
702.70,42.868
702.80,43.074
702.90,43.282
703.00,43.482
703.10,43.652
703.20,43.837
703.30,43.998
703.40,44.156
703.50,44.313
703.60,44.485
703.70,44.614
703.80,44.762
703.90,44.900
704.00,45.059
704.10,45.188
704.20,45.354
704.30,45.500
704.40,45.680
704.50,45.837
704.60,45.983
704.70,46.135
704.80,46.298
704.90,46.458
705.00,46.599
705.10,46.776
705.20,46.921
705.30,47.106
705.40,47.278
705.50,47.441
705.60,47.591
705.70,47.741
705.80,47.891
705.90,48.008
706.00,48.134
706.10,48.296
706.20,48.428
706.30,48.536
706.40,48.667
706.50,48.786
706.60,48.897
706.70,48.976
706.80,49.042
706.90,49.143
707.00,49.182
707.10,49.305
707.20,49.415
707.30,49.519
707.40,49.632
707.50,49.747
707.60,49.831
707.70,49.912
707.80,50.009
707.90,50.100
708.00,50.172
708.10,50.335
708.20,50.499
708.30,50.659
708.40,50.812
708.50,51.007
708.60,51.213
708.70,51.420
708.80,51.597
708.90,51.802
709.00,51.960
709.10,52.230
709.20,52.485
709.30,52.786
709.40,53.029
709.50,53.280
709.60,53.536
709.70,53.818
709.80,54.087
709.90,54.339
710.00,54.556
710.10,54.851
710.20,55.218
710.30,55.555
710.40,55.933
710.50,56.293
710.60,56.660
710.70,57.059
710.80,57.491
710.90,57.963
711.00,58.440
711.10,59.055
711.20,59.682
711.30,60.379
711.40,61.065
711.50,61.772
711.60,62.492
711.70,63.192
711.80,63.952
711.90,64.716
712.00,65.503
712.10,66.359
712.20,67.144
712.30,67.948
712.40,68.740
712.50,69.578
712.60,70.423
712.70,71.257
712.80,72.102
712.90,72.925
713.00,73.791
713.10,74.640
713.20,75.521
713.30,76.391
713.40,77.218
713.50,78.131
713.60,79.034
713.70,80.000
713.80,80.966
713.90,81.939
714.00,82.918
714.10,83.832
714.20,84.790
714.30,85.695
714.40,86.590
714.50,87.524
714.60,88.467
714.70,89.407
714.80,90.327
714.90,91.311
715.00,92.250
715.10,93.095
715.20,93.995
715.30,94.848
715.40,95.703
715.50,96.511
715.60,97.334
715.70,98.090
715.80,98.861
715.90,99.577
716.00,100.260
716.10,100.780
716.20,101.310
716.30,101.810
716.40,102.260
716.50,102.670
716.60,103.010
716.70,103.360
716.80,103.670
716.90,103.950
717.00,104.230
717.10,104.370
717.20,104.450
717.30,104.580
717.40,104.660
717.50,104.710
717.60,104.760
717.70,104.810
717.80,104.900
717.90,104.980
718.00,105.070
718.10,105.020
718.20,104.950
718.30,104.880
718.40,104.760
718.50,104.670
718.60,104.580
718.70,104.500
718.80,104.430
718.90,104.400
719.00,104.370
719.10,104.260
719.20,104.130
719.30,103.990
719.40,103.870
719.50,103.760
719.60,103.650
719.70,103.510
719.80,103.360
719.90,103.210
720.00,103.080
720.10,102.820
720.20,102.570
720.30,102.340
720.40,102.110
720.50,101.870
720.60,101.600
720.70,101.330
720.80,101.070
720.90,100.790
721.00,100.520
721.10,100.150
721.20,99.763
721.30,99.399
721.40,99.065
721.50,98.723
721.60,98.365
721.70,97.964
721.80,97.575
721.90,97.165
722.00,96.835
722.10,96.412
722.20,96.002
722.30,95.545
722.40,95.068
722.50,94.560
722.60,94.052
722.70,93.546
722.80,93.023
722.90,92.512
723.00,91.985
723.10,91.429
723.20,90.825
723.30,90.216
723.40,89.576
723.50,88.914
723.60,88.283
723.70,87.653
723.80,87.008
723.90,86.337
724.00,85.661
724.10,84.996
724.20,84.325
724.30,83.653
724.40,82.994
724.50,82.323
724.60,81.664
724.70,81.018
724.80,80.359
724.90,79.735
725.00,79.094
725.10,78.512
725.20,77.904
725.30,77.281
725.40,76.640
725.50,76.051
725.60,75.479
725.70,74.912
725.80,74.358
725.90,73.807
726.00,73.271
726.10,72.791
726.20,72.302
726.30,71.804
726.40,71.322
726.50,70.851
726.60,70.380
726.70,69.917
726.80,69.457
726.90,69.019
727.00,68.564
727.10,68.212
727.20,67.859
727.30,67.494
727.40,67.107
727.50,66.760
727.60,66.397
727.70,66.046
727.80,65.713
727.90,65.366
728.00,64.993
728.10,64.736
728.20,64.457
728.30,64.215
728.40,63.942
728.50,63.672
728.60,63.447
728.70,63.198
728.80,62.949
728.90,62.701
729.00,62.448
729.10,62.296
729.20,62.139
729.30,61.973
729.40,61.830
729.50,61.665
729.60,61.516
729.70,61.342
729.80,61.168
729.90,60.985
730.00,60.799
730.10,60.696
730.20,60.601
730.30,60.509
730.40,60.429
730.50,60.343
730.60,60.276
730.70,60.168
730.80,60.057
730.90,59.973
731.00,59.846
731.10,59.805
731.20,59.755
731.30,59.717
731.40,59.661
731.50,59.593
731.60,59.558
731.70,59.491
731.80,59.476
731.90,59.467
732.00,59.417
732.10,59.468
732.20,59.524
732.30,59.569
732.40,59.637
732.50,59.699
732.60,59.808
732.70,59.923
732.80,60.039
732.90,60.149
733.00,60.247
733.10,60.432
733.20,60.612
733.30,60.786
733.40,60.961
733.50,61.173
733.60,61.368
733.70,61.582
733.80,61.758
733.90,61.952
734.00,62.091
734.10,62.284
734.20,62.430
734.30,62.596
734.40,62.727
734.50,62.884
734.60,63.020
734.70,63.135
734.80,63.250
734.90,63.356
735.00,63.455
735.10,63.581
735.20,63.649
735.30,63.739
735.40,63.823
735.50,63.921
735.60,64.020
735.70,64.111
735.80,64.190
735.90,64.270
736.00,64.337
736.10,64.415
736.20,64.483
736.30,64.550
736.40,64.601
736.50,64.645
736.60,64.703
736.70,64.757
736.80,64.808
736.90,64.860
737.00,64.912
737.10,64.943
737.20,64.986
737.30,65.024
737.40,65.051
737.50,65.084
737.60,65.118
737.70,65.140
737.80,65.190
737.90,65.244
738.00,65.296
738.10,65.309
738.20,65.321
738.30,65.363
738.40,65.390
738.50,65.417
738.60,65.451
738.70,65.482
738.80,65.507
738.90,65.534
739.00,65.575
739.10,65.597
739.20,65.614
739.30,65.664
739.40,65.726
739.50,65.814
739.60,65.904
739.70,66.001
739.80,66.122
739.90,66.248
740.00,66.404
740.10,66.571
740.20,66.750
740.30,66.942
740.40,67.165
740.50,67.387
740.60,67.662
740.70,67.976
740.80,68.270
740.90,68.578
741.00,68.937
741.10,69.299
741.20,69.690
741.30,70.119
741.40,70.540
741.50,71.017
741.60,71.540
741.70,72.062
741.80,72.589
741.90,73.108
742.00,73.648
742.10,74.209
742.20,74.844
742.30,75.492
742.40,76.178
742.50,76.844
742.60,77.540
742.70,78.259
742.80,78.937
742.90,79.590
743.00,80.228
743.10,80.866
743.20,81.515
743.30,82.156
743.40,82.750
743.50,83.331
743.60,83.916
743.70,84.458
743.80,84.997
743.90,85.558
744.00,86.113
744.10,86.605
744.20,87.026
744.30,87.412
744.40,87.801
744.50,88.137
744.60,88.426
744.70,88.642
744.80,88.832
744.90,88.995
745.00,89.121
745.10,89.257
745.20,89.379
745.30,89.490
745.40,89.592
745.50,89.612
745.60,89.657
745.70,89.656
745.80,89.624
745.90,89.600
746.00,89.576
746.10,89.584
746.20,89.572
746.30,89.565
746.40,89.531
746.50,89.482
746.60,89.441
746.70,89.379
746.80,89.331
746.90,89.307
747.00,89.257
747.10,89.204
747.20,89.133
747.30,89.092
747.40,89.049
747.50,89.012
747.60,88.988
747.70,88.962
747.80,88.897
747.90,88.825
748.00,88.773
748.10,88.763
748.20,88.772
748.30,88.771
748.40,88.753
748.50,88.710
748.60,88.674
748.70,88.649
748.80,88.659
748.90,88.678
749.00,88.714
749.10,88.719
749.20,88.731
749.30,88.751
749.40,88.764
749.50,88.792
749.60,88.810
749.70,88.815
749.80,88.819
749.90,88.792
750.00,88.785
750.10,88.755
750.20,88.761
750.30,88.748
750.40,88.718
750.50,88.703
750.60,88.679
750.70,88.636
750.80,88.592
750.90,88.520
751.00,88.470
751.10,88.407
751.20,88.312
751.30,88.165
751.40,88.035
751.50,87.908
751.60,87.813
751.70,87.729
751.80,87.673
751.90,87.632
752.00,87.586
752.10,87.497
752.20,87.416
752.30,87.325
752.40,87.269
752.50,87.247
752.60,87.229
752.70,87.247
752.80,87.281
752.90,87.337
753.00,87.420
753.10,87.448
753.20,87.458
753.30,87.483
753.40,87.542
753.50,87.565
753.60,87.605
753.70,87.603
753.80,87.595
753.90,87.603
754.00,87.629
754.10,87.551
754.20,87.445
754.30,87.343
754.40,87.232
754.50,87.097
754.60,86.973
754.70,86.837
754.80,86.667
754.90,86.492
755.00,86.311
755.10,86.048
755.20,85.805
755.30,85.568
755.40,85.299
755.50,85.039
755.60,84.773
755.70,84.491
755.80,84.191
755.90,83.922
756.00,83.666
756.10,83.356
756.20,83.053
756.30,82.745
756.40,82.462
756.50,82.159
756.60,81.849
756.70,81.558
756.80,81.258
756.90,80.945
757.00,80.661
757.10,80.330
757.20,80.000
757.30,79.642
757.40,79.276
757.50,78.910
757.60,78.512
757.70,78.140
757.80,77.737
757.90,77.346
758.00,76.945
758.10,76.499
758.20,76.060
758.30,75.617
758.40,75.197
758.50,74.767
758.60,74.332
758.70,73.903
758.80,73.447
758.90,73.049
759.00,72.651
759.10,72.206
759.20,71.756
759.30,71.296
759.40,70.850
759.50,70.462
759.60,70.087
759.70,69.683
759.80,69.274
759.90,68.845
760.00,68.450
760.10,68.090
760.20,67.705
760.30,67.315
760.40,66.898
760.50,66.465
760.60,66.043
760.70,65.614
760.80,65.212
760.90,64.804
761.00,64.381
761.10,63.951
761.20,63.534
761.30,63.121
761.40,62.687
761.50,62.254
761.60,61.878
761.70,61.484
761.80,61.061
761.90,60.632
762.00,60.234
762.10,59.883
762.20,59.533
762.30,59.196
762.40,58.853
762.50,58.500
762.60,58.175
762.70,57.861
762.80,57.566
762.90,57.271
763.00,56.978
763.10,56.685
763.20,56.370
763.30,56.095
763.40,55.855
763.50,55.589
763.60,55.329
763.70,55.051
763.80,54.757
763.90,54.450
764.00,54.130
764.10,53.836
764.20,53.546
764.30,53.254
764.40,52.921
764.50,52.589
764.60,52.241
764.70,51.864
764.80,51.480
764.90,51.089
765.00,50.653
765.10,50.259
765.20,49.852
765.30,49.439
765.40,49.010
765.50,48.571
765.60,48.131
765.70,47.695
765.80,47.255
765.90,46.818
766.00,46.396
766.10,46.010
766.20,45.637
766.30,45.262
766.40,44.878
766.50,44.489
766.60,44.104
766.70,43.728
766.80,43.351
766.90,42.975
767.00,42.629
767.10,42.294
767.20,41.953
767.30,41.639
767.40,41.310
767.50,40.991
767.60,40.653
767.70,40.317
767.80,39.995
767.90,39.686
768.00,39.343
768.10,39.014
768.20,38.672
768.30,38.340
768.40,38.026
768.50,37.695
768.60,37.379
768.70,37.070
768.80,36.774
768.90,36.473
769.00,36.171
769.10,35.864
769.20,35.560
769.30,35.268
769.40,34.968
769.50,34.674
769.60,34.381
769.70,34.098
769.80,33.817
769.90,33.531
770.00,33.268
770.10,32.983
770.20,32.698
770.30,32.421
770.40,32.150
770.50,31.891
770.60,31.620
770.70,31.356
770.80,31.096
770.90,30.847
771.00,30.604
771.10,30.362
771.20,30.131
771.30,29.896
771.40,29.684
771.50,29.468
771.60,29.254
771.70,29.047
771.80,28.844
771.90,28.672
772.00,28.497
772.10,28.299
772.20,28.106
772.30,27.916
772.40,27.743
772.50,27.564
772.60,27.399
772.70,27.213
772.80,27.049
772.90,26.876
773.00,26.706
773.10,26.502
773.20,26.313
773.30,26.117
773.40,25.934
773.50,25.748
773.60,25.572
773.70,25.392
773.80,25.200
773.90,24.998
774.00,24.824
774.10,24.622
774.20,24.438
774.30,24.276
774.40,24.126
774.50,23.994
774.60,23.858
774.70,23.730
774.80,23.608
774.90,23.511
775.00,23.414
775.10,23.311
775.20,23.200
775.30,23.120
775.40,23.026
775.50,22.918
775.60,22.821
775.70,22.718
775.80,22.634
775.90,22.541
776.00,22.436
776.10,22.347
776.20,22.244
776.30,22.164
776.40,22.075
776.50,21.973
776.60,21.836
776.70,21.726
776.80,21.613
776.90,21.525
777.00,21.413
777.10,21.301
777.20,21.195
777.30,21.101
777.40,20.995
777.50,20.901
777.60,20.791
777.70,20.681
777.80,20.562
777.90,20.479
778.00,20.369
778.10,20.297
778.20,20.234
778.30,20.198
778.40,20.146
778.50,20.114
778.60,20.097
778.70,20.085
778.80,20.074
778.90,20.082
779.00,20.094
779.10,20.122
779.20,20.142
779.30,20.171
779.40,20.202
779.50,20.226
779.60,20.272
779.70,20.302
779.80,20.348
779.90,20.377
780.00,20.402
780.10,20.431
780.20,20.469
780.30,20.527
780.40,20.576
780.50,20.606
780.60,20.661
780.70,20.702
780.80,20.746
780.90,20.776
781.00,20.820
781.10,20.867
781.20,20.936
781.30,20.996
781.40,21.062
781.50,21.141
781.60,21.211
781.70,21.293
781.80,21.389
781.90,21.484
782.00,21.584
782.10,21.713
782.20,21.858
782.30,21.989
782.40,22.128
782.50,22.287
782.60,22.479
782.70,22.638
782.80,22.823
782.90,22.994
783.00,23.184
783.10,23.417
783.20,23.627
783.30,23.820
783.40,24.029
783.50,24.197
783.60,24.366
783.70,24.527
783.80,24.700
783.90,24.858
784.00,25.006
784.10,25.208
784.20,25.384
784.30,25.537
784.40,25.715
784.50,25.892
784.60,26.074
784.70,26.231
784.80,26.406
784.90,26.569
785.00,26.716
785.10,26.919
785.20,27.120
785.30,27.313
785.40,27.546
785.50,27.798
785.60,28.030
785.70,28.320
785.80,28.563
785.90,28.842
786.00,29.172
786.10,29.537
786.20,29.928
786.30,30.383
786.40,30.803
786.50,31.258
786.60,31.762
786.70,32.291
786.80,32.800
786.90,33.370
787.00,34.013
787.10,34.673
787.20,35.415
787.30,36.226
787.40,37.113
787.50,38.009
787.60,38.959
787.70,39.983
787.80,40.964
787.90,41.940
788.00,42.912
788.10,43.903
788.20,44.886
788.30,45.842
788.40,46.805
788.50,47.760
788.60,48.728
788.70,49.745
788.80,50.772
788.90,51.793
789.00,52.807
789.10,53.780
789.20,54.742
789.30,55.786
789.40,56.818
