-3000000.0 -601.46
-2999900.0 -601.333
-2999800.0 -601.213
-2999700.0 -601.092
-2999600.0 -600.966
-2999500.0 -600.844
-2999400.0 -600.734
-2999300.0 -600.628
-2999200.0 -600.556
-2999100.0 -600.496
-2999000.0 -600.446
-2998900.0 -600.398
-2998800.0 -600.346
-2998700.0 -600.298
-2998600.0 -600.249
-2998500.0 -600.201
-2998400.0 -600.158
-2998300.0 -600.11
-2998200.0 -600.066
-2998100.0 -600.021
-2998000.0 -599.978
-2997900.0 -599.933
-2997800.0 -599.891
-2997700.0 -599.836
-2997600.0 -599.792
-2997500.0 -599.745
-2997400.0 -599.702
-2997300.0 -599.658
-2997200.0 -599.615
-2997100.0 -599.584
-2997000.0 -599.552
-2996900.0 -599.516
-2996800.0 -599.49
-2996700.0 -599.448
-2996600.0 -599.408
-2996500.0 -599.378
-2996400.0 -599.347
-2996300.0 -599.32
-2996200.0 -599.293
-2996100.0 -599.267
-2996000.0 -599.243
-2995900.0 -599.224
-2995800.0 -599.2
-2995700.0 -599.182
-2995600.0 -599.166
-2995500.0 -599.141
-2995400.0 -599.121
-2995300.0 -599.095
-2995200.0 -599.08
-2995100.0 -599.051
-2995000.0 -599.036
-2994900.0 -599.009
-2994800.0 -598.981
-2994700.0 -598.948
-2994600.0 -598.917
-2994500.0 -598.894
-2994400.0 -598.866
-2994300.0 -598.839
-2994200.0 -598.81
-2994100.0 -598.779
-2994000.0 -598.748
-2993900.0 -598.72
-2993800.0 -598.687
-2993700.0 -598.657
-2993600.0 -598.628
-2993500.0 -598.596
-2993400.0 -598.572
-2993300.0 -598.539
-2993200.0 -598.509
-2993100.0 -598.483
-2993000.0 -598.452
-2992900.0 -598.426
-2992800.0 -598.403
-2992700.0 -598.378
-2992600.0 -598.354
-2992500.0 -598.332
-2992400.0 -598.311
-2992300.0 -598.289
-2992200.0 -598.267
-2992100.0 -598.247
-2992000.0 -598.225
-2991900.0 -598.204
-2991800.0 -598.183
-2991700.0 -598.16
-2991600.0 -598.137
-2991500.0 -598.114
-2991400.0 -598.092
-2991300.0 -598.068
-2991200.0 -598.044
-2991100.0 -598.02
-2991000.0 -597.994
-2990900.0 -597.969
-2990800.0 -597.942
-2990700.0 -597.915
-2990600.0 -597.888
-2990500.0 -597.861
-2990400.0 -597.833
-2990300.0 -597.804
-2990200.0 -597.776
-2990100.0 -597.748
-2990000.0 -597.719
-2989900.0 -597.691
-2989800.0 -597.661
-2989700.0 -597.633
-2989600.0 -597.603
-2989500.0 -597.576
-2989400.0 -597.546
-2989300.0 -597.518
-2989200.0 -597.49
-2989100.0 -597.462
-2989000.0 -597.432
-2988900.0 -597.404
-2988800.0 -597.376
-2988700.0 -597.348
-2988600.0 -597.32
-2988500.0 -597.291
-2988400.0 -597.263
-2988300.0 -597.234
-2988200.0 -597.206
-2988100.0 -597.176
-2988000.0 -597.145
-2987900.0 -597.115
-2987800.0 -597.084
-2987700.0 -597.054
-2987600.0 -597.022
-2987500.0 -596.989
-2987400.0 -596.956
-2987300.0 -596.924
-2987200.0 -596.89
-2987100.0 -596.857
-2987000.0 -596.823
-2986900.0 -596.791
-2986800.0 -596.76
-2986700.0 -596.731
-2986600.0 -596.707
-2986500.0 -596.686
-2986400.0 -596.669
-2986300.0 -596.655
-2986200.0 -596.646
-2986100.0 -596.638
-2986000.0 -596.635
-2985900.0 -596.634
-2985800.0 -596.637
-2985700.0 -596.642
-2985600.0 -596.649
-2985500.0 -596.659
-2985400.0 -596.67
-2985300.0 -596.685
-2985200.0 -596.702
-2985100.0 -596.718
-2985000.0 -596.736
-2984900.0 -596.756
-2984800.0 -596.777
-2984700.0 -596.797
-2984600.0 -596.819
-2984500.0 -596.84
-2984400.0 -596.863
-2984300.0 -596.843
-2984200.0 -596.823
-2984100.0 -596.803
-2984000.0 -596.783
-2983900.0 -596.763
-2983800.0 -596.743
-2983700.0 -596.723
-2983600.0 -596.703
-2983500.0 -596.683
-2983400.0 -596.663
-2983300.0 -596.644
-2983200.0 -596.626
-2983100.0 -596.609
-2983000.0 -596.595
-2982900.0 -596.589
-2982800.0 -596.593
-2982700.0 -596.604
-2982600.0 -596.61
-2982500.0 -596.628
-2982400.0 -596.652
-2982300.0 -596.691
-2982200.0 -596.735
-2982100.0 -596.788
-2982000.0 -596.848
-2981900.0 -596.936
-2981800.0 -597.037
-2981700.0 -597.127
-2981600.0 -597.206
-2981500.0 -597.28
-2981400.0 -597.342
-2981300.0 -597.385
-2981200.0 -597.413
-2981100.0 -597.426
-2981000.0 -597.434
-2980900.0 -597.453
-2980800.0 -597.478
-2980700.0 -597.501
-2980600.0 -597.524
-2980500.0 -597.551
-2980400.0 -597.573
-2980300.0 -597.601
-2980200.0 -597.622
-2980100.0 -597.648
-2980000.0 -597.667
-2979900.0 -597.686
-2979800.0 -597.705
-2979700.0 -597.731
-2979600.0 -597.753
-2979500.0 -597.773
-2979400.0 -597.795
-2979300.0 -597.821
-2979200.0 -597.845
-2979100.0 -597.859
-2979000.0 -597.87
-2978900.0 -597.884
-2978800.0 -597.901
-2978700.0 -597.916
-2978600.0 -597.924
-2978500.0 -597.931
-2978400.0 -597.945
-2978300.0 -597.958
-2978200.0 -597.979
-2978100.0 -597.997
-2978000.0 -598.019
-2977900.0 -598.034
-2977800.0 -598.049
-2977700.0 -598.068
-2977600.0 -598.089
-2977500.0 -598.108
-2977400.0 -598.128
-2977300.0 -598.14
-2977200.0 -598.153
-2977100.0 -598.165
-2977000.0 -598.176
-2976900.0 -598.184
-2976800.0 -598.191
-2976700.0 -598.196
-2976600.0 -598.2
-2976500.0 -598.2
-2976400.0 -598.215
-2976300.0 -598.227
-2976200.0 -598.227
-2976100.0 -598.23
-2976000.0 -598.235
-2975900.0 -598.235
-2975800.0 -598.239
-2975700.0 -598.23
-2975600.0 -598.223
-2975500.0 -598.221
-2975400.0 -598.208
-2975300.0 -598.192
-2975200.0 -598.185
-2975100.0 -598.176
-2975000.0 -598.158
-2974900.0 -598.101
-2974800.0 -598.067
-2974700.0 -598.043
-2974600.0 -598.01
-2974500.0 -597.957
-2974400.0 -597.904
-2974300.0 -597.857
-2974200.0 -597.808
-2974100.0 -597.746
-2974000.0 -597.684
-2973900.0 -597.604
-2973800.0 -597.518
-2973700.0 -597.422
-2973600.0 -597.312
-2973500.0 -597.194
-2973400.0 -597.066
-2973300.0 -596.938
-2973200.0 -596.803
-2973100.0 -596.654
-2973000.0 -596.548
-2972900.0 -596.437
-2972800.0 -596.328
-2972700.0 -596.212
-2972600.0 -596.094
-2972500.0 -595.989
-2972400.0 -595.896
-2972300.0 -595.808
-2972200.0 -595.738
-2972100.0 -595.686
-2972000.0 -595.632
-2971900.0 -595.561
-2971800.0 -595.511
-2971700.0 -595.458
-2971600.0 -595.408
-2971500.0 -595.372
-2971400.0 -595.33
-2971300.0 -595.309
-2971200.0 -595.278
-2971100.0 -595.247
-2971000.0 -595.213
-2970900.0 -595.186
-2970800.0 -595.155
-2970700.0 -595.127
-2970600.0 -595.105
-2970500.0 -595.083
-2970400.0 -595.064
-2970300.0 -595.044
-2970200.0 -595.019
-2970100.0 -594.997
-2970000.0 -594.98
-2969900.0 -594.957
-2969800.0 -594.936
-2969700.0 -594.91
-2969600.0 -594.895
-2969500.0 -594.871
-2969400.0 -594.85
-2969300.0 -594.829
-2969200.0 -594.807
-2969100.0 -594.779
-2969000.0 -594.758
-2968900.0 -594.734
-2968800.0 -594.714
-2968700.0 -594.689
-2968600.0 -594.664
-2968500.0 -594.64
-2968400.0 -594.618
-2968300.0 -594.591
-2968200.0 -594.567
-2968100.0 -594.543
-2968000.0 -594.518
-2967900.0 -594.485
-2967800.0 -594.442
-2967700.0 -594.401
-2967600.0 -594.354
-2967500.0 -594.31
-2967400.0 -594.27
-2967300.0 -594.228
-2967200.0 -594.192
-2967100.0 -594.116
-2967000.0 -594.034
-2966900.0 -593.95
-2966800.0 -593.852
